Song Name,Artists,Artist_ID,Track_ID,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Times_played,Matched_Emotions,lyrics
Through the Fire and Flames,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,6nnacTL5on2aVsRhVDNUSo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"[Instrumental Intro]
[Verse 1]
On a cold winter morning
In the time before the light
In flames of Death's eternal reign
We ride towards the fight
When the darkness has fallen down
And the times are tough, alright
The sound of evil laughter falls
Around the world tonight
Fighting hard, fighting on for the steel
Through the wastelands evermore
The scattered souls will feel the hell
Bodies wasted on the shores
[Pre-Chorus]
On the blackest plains, in hell's domain
We watch them as they go
In fire and pain, now once again
We know
[Chorus]
So now, we fly ever free, we're free before the thunderstorm
On towards the wilderness, our quest carries on
Far beyond the sundown, far beyond the moonlight
Deep inside our hearts and all our souls
So far away, we wait for the day
For the lives all so wasted and gone
We feel the pain of a lifetime lost in a thousand days
Through the fire and the flames, we carry on"
Killing In The Name,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,59WN2psjkt1tyaxjspN8fp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Killing in the name of...
\nSome of those that work forces, are the same that burn crosses
\nSome of those that work forces, are the same that burn crosses
\nSome of those that work forces, are the same that burn crosses
\nSome of those that work forces, are the same that burn crosses\n\n\n\nUgh!\n\nKilling in the name of...\n\nKilling in the name of...\n\n\n\nNow you do what they told ya\n\nNow you do what they told ya\n\nNow you do what they told ya\n\nNow you do what they told ya\n\nAnd now you do what they told ya\n\nAnd now you do what they told ya\n\nAnd now you do what they told ya\n\nAnd now you do what they told ya\n\nAnd now you do what they told ya\n\nAnd now you do what they told ya\n\nAnd now you do what they told ya\n\nBut now you do what they told ya!!\n\nWell now you do what they told ya!!\n\n\n\nThose who died are justified, for wearing the badge, \n\nthey're the chosen whites\n\nYou justify those that died, by wearing the badge, \n\nthey're the chosen whites\n\nThose who died are justified, for wearing the badge, \n\nthey're the chosen whites\n\nYou justify those that died, by wearing the badge, \n\nthey're the chosen whites\n\n\n\nSome of those that work forces, are the same that burn crosses\n\nSome of those that work forces, are the same that burn crosses\n\nSome of those that work forces, are the same that burn crosses\n\nSome of those that work forces, are the same that burn crosses\n\n\n\nUgh!\n\nKilling in the name of...\n\nKilling in the name of...\n\n\n\nNow you do what they told ya\n\nNow you do what they told ya\n\nNow you do what they told ya\n\nNow you do what they told ya\n\nAnd now you do what they told ya\n\n(Now you're under control) And now you do what they told ya\n\n(Now you're under control) And now you do what they told ya\n\n(Now you're under control) And now you do what they told ya\n\n(Now you're under control) And now you do what they told ya\n\n(Now you're under control) And now you do what they told ya\n\n(Now you're under control) And now you do what they told ya\n\n(NOW YOU'RE UNDER CONTROL!)\n\nAND NOW YOU DO WHAT THEY TOLD YA!\n\n\n\nThose who died are justified, for wearing the badge, \n\nthey're the chosen whites\n\nYou justify those that died, by wearing the badge, \n\nthey're the chosen whites\n\nThose who died are justified, for wearing the badge, \n\nthey're the chosen whites\n\nYou justify those that died by wearing the badge, \n\nthey're the chosen whites\n\nCome on!\n\n\n\nUgh!\n\nYeah!\n\nCome on!\n\nUgh!\n\n\n\nFuck you, I won't do what you tell me \n\nFuck you, I won't do what you tell me\n\nFuck you, I won't do what you tell me\n\nFuck you, I won't do what you tell me\n\nFuck you, I won't do what you tell me\n\nFuck you, I won't do what you tell me\n\nFuck you, I won't do what you tell me\n\nFuck you, I won't do what you tell me!\n\n\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nFuck you, I won't do what you tell me!\n\nMOTHER-FUCKER!!!!!!!!!!\n\nUGH!!"
Blinding Lights,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,0VjIjW4GlUZAMYd2vXMi3b,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,"[Intro]
Yeah
[Verse 1]
I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby
[Pre-Chorus]
I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone
[Chorus]
I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey
[Verse 2]
I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh"
Memories,Maroon 5,04gDigrS5kc9YWfZHwBETP,2b8fOow8UzyDFAE27YhOZM,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"Here's to the ones that we got
\nCheers to the wish you were here, but you're not
\n'Cause the drinks bring back all the memories
\nOf everything we've been through
\nToast to the ones here today
\nToast to the ones that we lost on the way\n\n'Cause the drinks bring back all the memories\n\nAnd the memories bring back, memories bring back you\n\n\n\nThere's a time that I remember, when I did not know no pain\n\nWhen I believed in forever, and everything would stay the same\n\nNow my heart feel like December when somebody say your name\n\n'Cause I can't reach out to call you, but I know I will one day, yeah\n\n\n\nEverybody hurts sometimes\n\nEverybody hurts someday, ayy-ayy\n\nBut everything gon' be alright\n\nGo and raise a glass and say, ayy\n\n\n\nHere's to the ones that we got\n\nCheers to the wish you were here, but you're not\n\n'Cause the drinks bring back all the memories\n\nOf everything we've been through\n\nToast to the ones here today\n\nToast to the ones that we lost on the way\n\n'Cause the drinks bring back all the memories\n\nAnd the memories bring back, memories bring back you\n\n\n\nDoo-doo, doo-doo-doo-doo\n\nDoo-doo-doo-doo, doo-doo-doo-doo\n\nDoo-doo-doo-doo, doo-doo-doo\n\nMemories bring back, memories bring back you\n\n\n\nThere's a time that I remember when I never felt so lost\n\nWhen I felt all of the hatred was too powerful to stop (Ooh, yeah)\n\nNow my heart feel like an ember and it's lighting up the dark\n\nI'll carry these torches for ya that you know I'll never drop, yeah\n\n\n\nEverybody hurts sometimes\n\nEverybody hurts someday, ayy-ayy\n\nBut everything gon' be alright\n\nGo and raise a glass and say, ayy\n\n\n\nHere's to the ones that we got (Oh-oh)\n\nCheers to the wish you were here, but you're not\n\n'Cause the drinks bring back all the memories\n\nOf everything we've been through (No, no)\n\nToast to the ones here today (Ayy)\n\nToast to the ones that we lost on the way\n\n'Cause the drinks bring back all the memories (Ayy)\n\nAnd the memories bring back, memories bring back you\n\n\n\nDoo-doo, doo-doo-doo-doo\n\nDoo-doo-doo-doo, doo-doo-doo-doo\n\nDoo-doo-doo-doo, doo-doo-doo\n\nMemories bring back, memories bring back you\n\nDoo-doo, doo-doo-doo-doo\n\nDoo-doo-doo-doo, doo-doo-doo-doo\n\nDoo-doo-doo-doo, doo-doo-doo (Ooh, yeah)\n\nMemories bring back, memories bring back you\n\n\n\nYeah, yeah, yeah\n\nYeah, yeah, yeah, yeah, yeah, no, no\n\nMemories bring back, memories bring back you"
SAD!,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,3ee8Jmje8o58CHK66QrVC2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Yeah
\nWho am I? Someone that's afraid to let go, uh
\nYou decide if you're ever gonna let me know (yeah)
\nSuicide if you ever try to let go, uh
\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\nWho am I? Someone that's afraid to let go, uh\n\nYou decide if you're ever gonna let me know (yeah)\n\nSuicide if you ever try to let go, uh\n\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\n\n\nI gave her everything\n\nShe took my heart and left me lonely\n\nI've been broken heart's contagious \n\nI won't fix, I'd rather weep\n\nI'm lost then I'm found\n\nBut it's torture being in love\n\nI love when you're around\n\nBut I fuckin' hate when you leave\n\n\n\nWho am I? Someone that's afraid to let go, uh\n\nYou decide if you're ever gonna let me know (yeah)\n\nSuicide if you ever try to let go, uh\n\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\nWho am I? Someone that's afraid to let go, uh\n\nYou decide if you're ever gonna let me know (yeah)\n\nSuicide if you ever try to let go, uh\n\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\nWho am I? Someone that's afraid to let go, uh\n\nYou decide if you're ever gonna let me know (yeah)\n\nSuicide if you ever try to let go, uh\n\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\nWho am I? Someone that's afraid to let go, uh\n\nYou decide if you're ever gonna let me know (yeah)\n\nSuicide if you ever try to let go, uh\n\nI'm sad, I know, yeah, I'm sad, I know, yeah"
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",2tIP7SsRs7vjIcLrU85W8J,5HCyWlXZPP0y6Gqq8TgA20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,"1. GAYLE - abcdefu 
(=)
2. Adele - Easy On Me 
(+3)
3. The Kid LAROI - Stay (with Justin Bieber) 
(-1)
4. Ed Sheeran - Shivers 
(-1)
5. Elton John & Dua Lipa - Cold Heart (PNAU Remix) 
(+5)
6. Glass Animals - Heat Waves 
(=)
7. Lil Nas X - INDUSTRY BABY (feat. Jack Harlow) 
(=)
8. CKay - love nwantiti (ah ah ah) 
(+1)
9. ACRAZE & Cherish - Do It To It 
(+3)
10. Doja Cat - Woman 
(+1)
11. SZA - I Hate U 
(-7)
12. Justin Bieber - Ghost 
(+2)
13. Post Malone - One Right Now (with The Weeknd) 
(=)"
Someone You Loved,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,7qEHsqek33rTcFNT9PFqLf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"I'm going under and this time I fear there's no one to save me
\nThis all or nothing really got a way of driving me crazy
\nI need somebody to heal
\nSomebody to know
\nSomebody to have
\nSomebody to hold\n\nIt's easy to say\n\nBut it's never the same\n\nI guess I kinda liked the way you numbed all the pain\n\n\n\nNow the day bleeds\n\nInto nightfall\n\nAnd you're not here\n\nTo get me through it all\n\nI let my guard down\n\nAnd then you pulled the rug\n\nI was getting kinda used to being someone you loved\n\n\n\nI'm going under and this time I fear there's no one to turn to\n\nThis all or nothing way of loving got me sleeping without you\n\nNow, I need somebody to know\n\nSomebody to heal\n\nSomebody to have\n\nJust to know how it feels\n\nIt's easy to say but it's never the same\n\nI guess I kinda liked the way you helped me escape\n\n\n\nNow the day bleeds\n\nInto nightfall\n\nAnd you're not here\n\nTo get me through it all\n\nI let my guard down\n\nAnd then you pulled the rug\n\nI was getting kinda used to being someone you loved\n\n\n\nAnd I tend to close my eyes when it hurts sometimes\n\nI fall into your arms\n\nI'll be safe in your sound till I come back around\n\n\n\nFor now the day bleeds\n\nInto nightfall\n\nAnd you're not here\n\nTo get me through it all\n\nI let my guard down\n\nAnd then you pulled the rug\n\nI was getting kinda used to being someone you loved\n\n\n\nBut now the day bleeds\n\nInto nightfall\n\nAnd you're not here\n\nTo get me through it all\n\nI let my guard down\n\nAnd then you pulled the rug\n\nI was getting kinda used to being someone you loved\n\n\n\nI let my guard down\n\nAnd then you pulled the rug\n\nI was getting kinda used to being someone you loved"
drivers license,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,7lPN2DXiMsVn7XUKtOW1CS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"I got my driver's license last week
\nJust like we always talked about
\n'Cause you were so excited for me
\nTo finally drive up to your house
\nBut today I drove through the suburbs
\nCrying 'cause you weren't around\n\n\n\nAnd you're probably with that blonde girl\n\nWho always made me doubt\n\nShe's so much older than me\n\nShe's everything I'm insecure about\n\nYeah, today I drove through the suburbs\n\n'Cause how could I ever love someone else?\n\n\n\nAnd I know we weren't perfect but I've never felt this way for no one\n\nAnd I just can't imagine how you could be so okay now that I'm gone\n\nGuess you didn't mean what you wrote in that song about me\n\n'Cause you said forever now I drive alone past your street\n\n\n\nAnd all my friends are tired\n\nOf hearing how much I miss you but\n\nI kinda feel sorry for them\n\n'Cause they'll never know you the way that I do\n\nYeah, today I drove through the suburbs\n\nAnd pictured I was driving home to you\n\n\n\nAnd I know we weren't perfect but I've never felt this way for no one\n\nOh, and I just can't imagine how you could be so okay now that I'm gone\n\nI guess you didn't mean what you wrote in that song about me\n\n'Cause you said forever now I drive alone past your street\n\n\n\nRed lights\n\nStop signs\n\nI still see your face\n\nIn the white cars\n\nFront yards\n\nCan't drive past the places\n\nWe used to\n\nGo to\n\n'Cause I still fucking love you, babe\n\n\n\nSidewalks\n\nWe crossed\n\nI still hear your voice\n\nIn the traffic\n\nWe're laughing\n\nOver all the noise\n\nGod, I'm so blue\n\nKnow we're through\n\nBut I still fucking love you, babe\n\n\n\nI know we weren't perfect but I've never felt this way for no one\n\nAnd I just can't imagine how you could be so okay now that I'm gone\n\nGuess you didn't mean what you wrote in that song about me\n\n'Cause you said forever now I drive alone past your street\n\nYeah, you said forever now I drive alone past your street"
Let Me Down Slowly,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,2qxmye6gAegTMjLKEBoR3d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"This night is cold in the kingdom
\nI can feel you fade away
\nFrom the kitchen to the bathroom sink and
\nYour steps keep me awake
\nDon't cut me down, throw me out, leave me here to waste\n\nI was once a man with dignity and grace\n\nNow I'm slipping through the cracks of your cold embrace\n\nSo please, please\n\n\n\nCould you find a way to let me down slowly?\n\nA little sympathy, I hope you can show me\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly\n\n\n\nLet me down, down\n\nLet me down, down\n\nLet me down, let me down\n\nDown, let me down, down\n\nLet me down\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly\n\n\n\nCold skin, drag my feet on the tile\n\nAs I'm walking down the corridor\n\nAnd I know we haven't talked in a while\n\nSo I'm looking for an open door\n\n\n\nDon't cut me down, throw me out, leave me here to waste\n\nI was once a man with dignity and grace\n\nNow I'm slipping through the cracks of your cold embrace\n\nSo please, please\n\n\n\nCould you find a way to let me down slowly?\n\nA little sympathy, I hope you can show me\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly\n\n\n\nLet me down, down\n\nLet me down, down\n\nLet me down, let me down\n\nDown, let me down, down\n\nLet me down\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly\n\n\n\nAnd I can't stop myself from falling down\n\nAnd I can't stop myself from falling down\n\nAnd I can't stop myself from falling down\n\nAnd I can't stop myself from falling down\n\n\n\nCould you find a way to let me down slowly?\n\nA little sympathy, I hope you can show me\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly\n\n\n\nLet me down, down\n\nLet me down, down\n\nLet me down, let me down\n\nDown, let me down, down\n\nLet me down\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly\n\n\n\nIf you wanna go then I'll be so lonely\n\nIf you're leaving baby let me down slowly"
Never Be the Same,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,4eWQlBRaTjPPUlzacqEeoQ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"[Verse 1]
Somethin' must've gone wrong in my brain
Got your chemicals all in my veins
Feelin' all the highs, feelin' all the pain
Let go of the wheel, that's the bullet lane
Now I'm seein' red, not thinkin' straight
Blurrin' all the lines, you intoxicate me
[Pre-Chorus]
Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need
All I need
Yeah, you're all I need
[Chorus]
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never be the same
It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never ever, ever be the same"
goosebumps,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,6gBFPUFcJLzWGx4lenP6h2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"[Intro: Travis Scott]
Yeah
7:30 in the night, yeah
Ooh, ooh
[Chorus: Travis Scott]
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around (Straight up)
When you throw that to the side, yeah (It's lit)
I get those goosebumps every time, yeah
[Verse 1: Travis Scott]
7-1-3
Through the 2-8-1, yeah, I'm ridin', why they on me?
Why they on me? I'm flyin', sippin' low-key
I'm sippin' low-key in Onyx, rider, rider
When I'm pullin' up right beside ya
Pop star, lil' Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies, yeah
We at the top floor, right there off Doheny, yeah
Oh no, I can't fuck with y'all
Yeah, when I'm with my squad, I cannot do no wrong
Yeah, saucin' in the city, don't get misinformed
Yeah, they gon' pull up on you (Brr, brr, brr)
Yeah, we gon' do some things, some things you can't relate
Yeah, 'cause we from a place, a place you cannot stay
Oh, you can't go, oh, I don't know
Oh, back the fuck up off me (Brr, brr, brr)"
Him & I,"G-Eazy, Halsey",02kJSzxNuaWGqwubyUba0Z,3YU6vJbjYUG0tiJyXf9x5V,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"[Chorus - Megurine Crystal Luka]
Cross my heart, hope to die
To my lover, I'd never lie
He said ""be true, "" I swear I'll try
In the end, it's him and I
He's out his head, I'm out my mind
We got that love, the crazy kind
I am his, and he is mine
In the end, it's him and I, him and I
[Verse 1 - Fred E. Fox]
Heart's beating fast when I'm next to the girl of my dreams
I start to rap along everytime that she sings
She got the voice of an angel, she's my everything
2021 Bonnie and Clyde, husband and wife with no wedding ring
Got that kind of love, everybody try to break up
She looks so pretty even without her make up
She try to calm me down everytime I'm getting pissed off
Every chance she'd get, she would try to kiss my lips off
Crazy but I love her, I could never run from her
She's cool like the winter but she hotter than the summer
I might give her another ring as I'm dialing out her number
But it really doesn't matter, as long as we love each other
You know?
[Chorus - Megurine Crystal Luka + (Fred E. Fox)]
Cross my heart, hope to die
To my lover, I'd never lie (I love you, mi amor)
He said ""be true, "" I swear I'll try
In the end, it's him and I
He's out his head, I'm out my mind
We got that love, the crazy kind
I am his, and he is mine
In the end, it's him and I"
Nonstop,Drake,3TVXtAsR1Inumwj472S9r4,0TlLq3lA83rQOYtrqBqSct,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Tay Keith, fuck these niggas up!
\nLook, I just flipped a switch (flipped, flipped)
\nI don't know nobody else that's doin' this
\nBodies start to drop, ayy (hit the floor)
\nNow they wanna know me since I hit the top, ayy\n\nThis a Rollie, not a stopwatch, shit don't ever stop\n\nThis the flow that got the block hot, shit got super hot\n\nGive me my respect (give me my respect)\n\nI just took it left like I'm ambidex'\n\nBitch, I move through London with the Euro step\n\nGot a sneaker deal and I ain't break a sweat\n\nCatch me 'cause I'm goin', outta there I’m gone\n\nHow I go from 6 to 23 like I'm LeBron?\n\nServin' up a pack (servin' up a pack)\n\nNiggas pullin' gimmicks 'cause they scared to rap, ayy\n\nFunny how they shook, ayy, got these niggas shook\n\nPullin' back the curtain by myself, take a look, ayy\n\nI'm a bar spitta, I’m a hard hitta\n\nYeah I’m light-skinned, but I'm still a dark nigga\n\nI'm a wig splitta, I'm a tall figure\n\nI'm a unforgivin' wild-ass dog nigga\n\nSomethin' wrong with 'em, got 'em all bitter\n\nI'm a bill printer, I'm a grave digger\n\nYeah I am what I am\n\nI don't have no time for no misunderstandings again\n\n\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin'\n\nThis a Rollie, not a stopwatch, shit don't ever stop\n\nFrom smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is–\n\n\n\nFuture took the business and ran it for me\n\nI let Ollie take the owl, told him brand it for me\n\nI get 2 million a pop and that’s standard for me\n\nLike I went blind, dog, you gotta hand it to me\n\n(Gotta gimme that shit, dog)\n\nPrayed, then I prayed again (amen, Lord)\n\nHad a moment but it came and went\n\n(They don't love you no more)\n\nYou don’t wanna play with him (nah, nah, nah)\n\nThey’ll be mournin' you like 8AM (R.I.P)\n\nPinky ring 'til I get a wedding ring (woah, yeah)\n\nLove my brothers, cut 'em in on anything (big slice)\n\nAnd you know it's King Slime Drizzy damn (ooh yeah)\n\nShe just said I'm bae, I hit the thizzle dance (Mac Dre shit, damn)\n\nEither hand is the upper hand (oh yeah, shit)\n\nGot a bubba on my other hand (oh yeah, shit, yeah)\n\nThis shit ain't no hundred bands (nah, nah, nah, nah)\n\nPalace look like Buckingham\n\nBills so big I call 'em Williams, for real\n\nReasons to go crazy, got a trillion for real\n\nThey been tryin' me but I'm resilient for real\n\nI can’t go in public like civilian for real\n\nAnd I hardly take offense\n\nMoney for revenge, man, that’s hardly an expense\n\nAl Haymon checks off of all of my events\n\nI like all the profit, man, I hardly do percents (I don't do that shit)\n\nA big part of me resents\n\nNiggas that I knew from when I started in this shit\n\nThey see what I got and, man, it's hard to be content\n\nFuck what they got goin' on, I gotta represent (ay!)\n\n\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin'\n\nThis a Rollie, not a stopwatch, shit don't ever stop\n\nFrom smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin', from smokin' the chicken, the bass is kickin'\n\nMy head is spinnin'\n\nThis the flow that got the block hot, shit got super hot"
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",56mfhUDKa1vec6rSLZV5Eg,1xQ6trAsedVPCdbtDAmk0c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"[Intro: Jason Derulo & 
Jawsh 685
]
Jason Derulo, ah
Savage love (
685, baby
)
[Verse 1: Jason Derulo]
If I woke up without ya, I don't know what I would do
Thought I could be single forever 'til I met you
Usually, don't be fallin', be fallin', fallin' fast
You got a way of keepin' me comin' back-to-back
I just found out, the only reason that you lovin' me
Was to get back at your ex-lover, but before you leave
Usually, I would never, would never even care
But, baby, I know you're creepin', I feel it in the air
[Pre-Chorus: Jason Derulo]
Every night and every day
I try to make you stay
But your
[Chorus: Jason Derulo]
Savage love
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love
When you kiss me, I know you don't give two fucks
But I still want that"
7 rings,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,6ocbgoVGwYJhOv1GgI9NsF,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"[Verse 1]
Yeah, breakfast at Tiffany's and bottles of bubbles
Girls with tattoos who like getting in trouble
Lashes and diamonds, ATM machines
Buy myself all of my favorite things (Yeah)
Been through some bad shit, I should be a sad bitch
Who woulda thought it'd turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing, yeah (Yeah)
[Pre-Chorus]
My wrist, stop watchin', my neck is flossy
Make big deposits, my gloss is poppin'
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (Yeah)
[Chorus]
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (Yep)
[Verse 2]
Wearing a ring, but ain't gon' be no ""Mrs.""
Bought matching diamonds for six of my bitches
I'd rather spoil all my friends with my riches
Think retail therapy my new addiction
Whoever said money can't solve your problems
Must not have had enough money to solve 'em
They say, ""Which one?"" I say, ""Nah, I want all of 'em""
Happiness is the same price as red-bottoms"
Happier,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2RttW7RAu5nOAfq6YFvApB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"[Verse 1]
Walkin' down 29th and Park
I saw you in another's arm
Only a month we've been apart
You look happier
Saw you walk inside a bar
He said somethin' to make you laugh
I saw that both your smiles were twice as wide as ours
Yeah, you look happier, you do
[Pre-Chorus]
Ain't nobody hurt you like I hurt you
But ain't nobody love you like I do
Promise that I will not take it personal, baby
If you're movin' on with someone new
[Chorus]
'Cause, baby, you look happier, you do
My friends told me one day I'll feel it too
And until then, I'll smile to hide the truth
But I know I was happier with you
[Post-Chorus]
Hey-yeah, hey-yeah, hey-yeah
[Verse 2]
Sat in the corner of the room
Everything's reminding me of you
Nursin' an empty bottle and tellin' myself
You're happier, aren't you?
(Hey-yeah, hey-yeah, hey-yeah)"
